form_slp1	form_iast	root_slp1	root_iast	support	sources
AdantalakzaRapuko	ādantalakṣaṇapuko	So	śo	1	krm-body
AdantatvAt	ādantatvāt	vA	vā	1	krm-body
AdantatvenEva	ādantatvenaiva	zo	ṣo	1	krm-body
AdarAnAdare	ādarānādare	sUrkza	sūrkṣa	1	krm-body
AdarSa	ādarśa	dfS	dṛś	1	mw
AdarSaH	ādarśaḥ	dfpa	dṛpa	1	krm-body
Adara	ādara	df	dṛ	1	mw
AdaraH	ādaraḥ	sUrkza	sūrkṣa	1	krm-body
Adardira	ādardira	dF	dṝ	1	mw
AdareRa	ādareṇa	ada	ada	1	krm-body
Adatta	ādatta	SIN	śīṅ	1	krm-body
Adatte	ādatte	rA	rā	1	krm-body
Adayitavyam	ādayitavyam	ada	ada	1	krm-body
Adayitum	ādayitum	ada	ada	1	krm-body
AdayitvA	ādayitvā	ada	ada	2	krm-body
AdayizyamARaH	ādayiṣyamāṇaḥ	ada	ada	1	krm-body
AdeH	ādeḥ	mA	mā	1	krm-body
AdeSaBUtasakArasya	ādeśabhūtasakārasya	sADa	sādha	1	krm-body
AdeSaBUtasya	ādeśabhūtasya	cakziN	cakṣiṅ	1	krm-body
AdeSana	ādeśana	diSa	diśa	1	vcp
AdeSapratya	ādeśapratya	takzU	takṣū	1	krm-body
AdeSasyAdantatvAd	ādeśasyādantatvād	pA	pā	1	krm-body
AdeSasya	ādeśasya	SIN	śīṅ	1	krm-body
AdeSo	ādeśo	kUN	kūṅ	1	krm-body
AdevakaH	ādevakaḥ	divu	divu	2	krm-body
Adevana	ādevana	diva	diva	1	vcp
Adf	ādṛ	df	dṛ	1	mw
AdfS	ādṛś	dfS	dṛś	1	mw
Adfgamahana	ādṛgamahana	pA	pā	1	krm-body
AdfgamahanajanaH	ādṛgamahanajanaḥ	rama	rama	1	krm-body
Adfta	ādṛta	df	dṛ	2	vcp
Adftya	ādṛtya	df	dṛ	1	vcp
Adfzwigocaram	ādṛṣṭigocaram	A	ā	1	pwg
AdiDyAsya	ādidhyāsya	DyE	dhyai	1	krm-body
AdiH	ādiḥ	liKa	likha	1	krm-body
AdiKAdyorna	ādikhādyorna	KAdf	khādṛ	1	krm-body
AdiS	ādiś	diS	diś	2	mw,pwg
AdiSabdaH	ādiśabdaḥ	tfnPa	tṛnpha	1	krm-body
AdigDa	ādigdha	dih	dih	1	mw
Adih	ādih	dih	dih	1	mw
AdikaM	ādikaṃ	yama	yama	1	krm-body
AdikarmaRiktaH	ādikarmaṇiktaḥ	aSa	aśa	1	krm-body
Adikarmman	ādikarmman	Adi	ādi	1	vcp
AdikaviH	ādikaviḥ	vala	vala	1	krm-body
AdilopaSca	ādilopaśca	sfja	sṛja	1	krm-body
Adima	ādima	Adi	ādi	1	pwg
Adin	ādin	ad	ad	1	pwg
Adipadena	ādipadena	kuka	kuka	1	krm-body
AdisUtre	ādisūtre	pfcI	pṛcī	1	krm-body
Adit	ādit	Dfza	dhṛṣa	1	krm-body
Aditas	āditas	Adi	ādi	1	pwg
Aditsu	āditsu	dA	dā	1	pwg
Adittvam	ādittvam	tvarA	tvarā	1	krm-body
Adittvamasya	ādittvamasya	zvidA	ṣvidā	1	krm-body
Aditva	āditva	Adi	ādi	2	pw,pwg
AdityaSca	ādityaśca	patx	patḷ	1	krm-body
AdityajUta	ādityajūta	jU	jū	1	mw
Adityo	ādityo	f	ṛ	1	krm-body
AdivAn	ādivān	ada	ada	1	krm-body
AdivfdDiH	ādivṛddhiḥ	kUwa	kūṭa	1	krm-body
AdivfdDipratizeDaH	ādivṛddhipratiṣedhaḥ	aqa	aḍa	1	krm-body
Adizwa	ādiṣṭa	diS	diś	2	vcp
Ado	ādo	do	do	1	mw
Adru	ādru	dru	dru	1	mw
Adu	ādu	du	du	1	mw
Aduh	āduh	duh	duh	1	mw
Aduri	āduri	dF	dṝ	2	mw
AdvAdaSam	ādvādaśam	A	ā	1	pwg
AdyAvayavamicCanti	ādyāvayavamicchanti	tapa	tapa	1	krm-body
AdyAveva	ādyāveva	ruwa	ruṭa	1	krm-body
AdyUna	ādyūna	div	div	1	pwg
AdyUnaH	ādyūnaḥ	divu	divu	2	krm-body
AdyaH	ādyaḥ	ad	ad	1	skd
AdyaM	ādyaṃ	ad	ad	1	skd
Adyam	ādyam	ada	ada	2	krm-body
AdyamAnaH	ādyamānaḥ	ada	ada	1	krm-body
Adyantavadekasmin	ādyantavadekasmin	jAgf	jāgṛ	1	krm-body
Adyantavant	ādyantavant	Adi	ādi	1	pwg
Adyapakze	ādyapakṣe	Irzya	īrṣya	1	krm-body
Adyota	ādyota	dyut	dyut	2	mw,pwg
Adyut	ādyut	dyut	dyut	1	mw
Af	āṛ	f	ṛ	1	mw
AfD	āṛdh	fD	ṛdh	1	mw
AgA	āgā	gA	gā	2	mw,pwg
AgAgamaH	āgāgamaḥ	cala	cala	1	krm-body
AgAgamaviDAnAcca	āgāgamavidhānācca	patx	patḷ	1	krm-body
AgAmin	āgāmin	gam	gam	1	pwg
AgAntu	āgāntu	gam	gam	1	mw
AgE	āgai	gE	gai	1	mw
AgF	āgṝ	gF	gṝ	1	mw
AgUrRRa	āgūrṇṇa	gura	gura	1	vcp
AgUrRa	āgūrṇa	gur	gur	1	pwg
AgUrtta	āgūrtta	ra	ra	1	vcp
Aga	āga	gam	gam	1	pwg
Agam	āgam	gam	gam	1	mw
AgamAvarttA	āgamāvarttā	vfta	vṛta	1	vcp
AgamaH	āgamaḥ	sfja	sṛja	1	krm-body
Agamana	āgamana	gama	gama	1	vcp
AgarvAdAtmanepadinaH	āgarvādātmanepadinaḥ	arTa	artha	2	krm-body
Agata	āgata	udBawaH	udbhaṭaḥ	1	vcp
Agati	āgati	gam	gam	1	pwg
AgavIna	āgavīna	A	ā	1	pwg
AgavizWa	āgaviṣṭha	gam	gam	1	pwg
Agneya	āgneya	agni	agni	1	pwg
Agnika	āgnika	agni	agni	1	pwg
Agrah	āgrah	grah	grah	1	mw
Agraha	āgraha	grah	grah	1	pwg
Agras	āgras	gras	gras	1	mw
Agur	āgur	gur	gur	2	mw,pwg
AhAraH	āhāraḥ	ada	ada	1	krm-body
AhArajAtaM	āhārajātaṃ	tanu	tanu	1	krm-body
AhAryya	āhāryya	hf	hṛ	1	vcp
AhAva	āhāva	hu	hu	3	mw,pwg,vcp
AhAvaH	āhāvaḥ	hu	hu	1	skd
AhU	āhū	hve	hve	1	mw
AhUrya	āhūrya	hvf	hvṛ	1	mw
Aha	āha	ah	ah	1	pwg
AhaH	āhaḥ	aha	aha	3	krm-body
Aham	āham	aha	aha	2	krm-body
Ahan	āhan	han	han	1	mw
AhanA	āhanā	aha	aha	1	krm-body
AhanIyam	āhanīyam	aha	aha	1	krm-body
Ahanam	āhanam	aha	aha	1	krm-body
Ahanana	āhanana	hana	hana	1	vcp
Ahanas	āhanas	han	han	1	pwg
Ahara	āhara	hf	hṛ	1	mw
AharaRIkf	āharaṇīkṛ	kf	kṛ	1	mw
AharaRa	āharaṇa	hf	hṛ	1	vcp
AhartumanyAnaSizat	āhartumanyānaśiṣat	vasa	vasa	1	krm-body
Ahati	āhati	han	han	1	pwg
Ahava	āhava	hu	hu	2	mw,pwg
AhavaBUmi	āhavabhūmi	hu	hu	1	mw
AhavanIya	āhavanīya	agni	agni	1	pwg
Ahavana	āhavana	hu	hu	1	pwg
AhayamAnaH	āhayamānaḥ	aha	aha	1	krm-body
Ahayitavyam	āhayitavyam	aha	aha	1	krm-body
Ahayitum	āhayitum	aha	aha	1	krm-body
AhayitvA	āhayitvā	aha	aha	2	krm-body
AhayizyamARaH	āhayiṣyamāṇaḥ	aha	aha	1	krm-body
Aheya	āheya	ahi	ahi	1	pwg
Ahf	āhṛ	hf	hṛ	1	mw
Ahi	āhi	hi	hi	1	mw
Ahika	āhika	ahi	ahi	1	pwg
Ahimata	āhimata	ahi	ahi	1	pwg
AhitArTakatvABAvAt	āhitārthakatvābhāvāt	vaha	vaha	1	krm-body
AhitAt	āhitāt	vaha	vaha	1	krm-body
Ahita	āhita	DA	dhā	1	mw
AhitaH	āhitaḥ	aha	aha	1	krm-body
Ahitam	āhitam	vaha	vaha	1	krm-body
Ahiti	āhiti	DA	dhā	1	pwg
AhituRqika	āhituṇḍika	ahi	ahi	1	pwg
AhlAd	āhlād	hlAd	hlād	1	mw
AhlAda	āhlāda	hlAd	hlād	1	pwg
AhlAdana	āhlādana	hlAd	hlād	1	pwg,vcp
AhlattiH	āhlattiḥ	hlAdI	hlādī	1	krm-body
Ahruta	āhruta	hvf	hvṛ	1	mw
Ahu	āhu	hu	hu	1	mw
AhutIBU	āhutībhū	BU	bhū	1	mw
AhutIkf	āhutīkṛ	kf	kṛ	1	mw
Ahuta	āhuta	hu	hu	1	pwg
Ahuti	āhuti	hu	hu	1	mw
AhutiviSezaH	āhutiviśeṣaḥ	RaSa	ṇaśa	1	krm-body
AhutizwakA	āhutiṣṭakā	hve	hve	1	mw
Ahuva	āhuva	GaYarTe	ghañarthe	1	vcp
AhvAnaM	āhvānaṃ	hve	hve	1	skd
AhvAnarodanayoH	āhvānarodanayoḥ	gaji	gaji	1	krm-body
AhvAnarodanayostu	āhvānarodanayostu	kadi	kadi	1	krm-body
AhvAne	āhvāne	kadi	kadi	2	krm-body
Ahvayana	āhvayana	Ahvaya	āhvaya	1	vcp
Ahve	āhve	hve	hve	1	mw
Ahvf	āhvṛ	hvf	hvṛ	1	mw
Ahvfti	āhvṛti	kOwilye	kauṭilye	1	vcp
Ahyam	āhyam	aha	aha	2	krm-body
AhyamAnaH	āhyamānaḥ	aha	aha	1	krm-body
Ai	āi	i	i	1	mw
AinD	āindh	inD	indh	1	mw
Aiz	āiṣ	iz	iṣ	1	mw
Aj	āj	aj	aj	1	mw
AjAna	ājāna	jan	jan	2	mw,pwg
AjAneya	ājāneya	jan	jan	1	mw
AjAti	ājāti	jan	jan	2	mw,pwg
AjAyana	ājāyana	aja	aja	2	pw,pwg
AjIv	ājīv	jIv	jīv	1	mw
AjIvam	ājīvam	A	ā	1	pwg
AjIvana	ājīvana	vfttyupAye	vṛttyupāye	1	vcp
AjIvikA	ājīvikā	jIva	jīva	1	vcp
AjYA	ājñā	jYA	jñā	3	krm-body,mw,pwg
AjYAnugrahaBImakomalapurIpAlA	ājñānugrahabhīmakomalapurīpālā	Baja	bhaja	1	krm-body
AjYApaka	ājñāpaka	jYA	jñā	1	pwg
AjYApanAmiha	ājñāpanāmiha	jYA	jñā	2	krm-body
AjYApanam	ājñāpanam	jYA	jñā	1	krm-body
AjYApya	ājñāpya	jYA	jñā	1	pwg
AjYAtar	ājñātar	jYA	jñā	1	pwg
AjYAyin	ājñāyin	jYA	jñā	1	pwg
AjYAyini	ājñāyini	jYA	jñā	1	krm-body
AjYaptA	ājñaptā	zU	ṣū	1	krm-body
AjYapti	ājñapti	jYA	jñā	1	pwg
Aja	āja	aja	aja	2	pwg,vcp
Ajan	ājan	jan	jan	1	mw
Ajanana	ājanana	jan	jan	1	pwg
Ajani	ājani	aj	aj	1	pwg
AjanmabrahmacArI	ājanmabrahmacārī	cara	cara	1	krm-body
Ajap	ājap	jap	jap	1	mw
Ajarasam	ājarasam	A	ā	1	pwg
Ajavana	ājavana	ju	ju	1	pwg
Ajayana	ājayana	ji	ji	2	mw,pwg
Aji	āji	aj	aj	2	mw,pwg
AjiGfkzu	ājighṛkṣu	grah	grah	1	mw
AjiGrEH	ājighraiḥ	GrA	ghrā	1	krm-body
AjiGraH	ājighraḥ	GrA	ghrā	1	krm-body
AjiH	ājiḥ	aja	aja	1	krm-body
Ajigamizu	ājigamiṣu	gam	gam	1	mw
AjihIrzu	ājihīrṣu	hf	hṛ	1	mw
AjihayizA	ājihayiṣā	aha	aha	1	krm-body
AjihayizuH	ājihayiṣuḥ	aha	aha	1	krm-body
AjijYApayizA	ājijñāpayiṣā	jYA	jñā	1	krm-body
AjijYApayizaH	ājijñāpayiṣaḥ	jYA	jñā	1	krm-body
AjijYApayizaRam	ājijñāpayiṣaṇam	jYA	jñā	1	krm-body
AjijYApayizam	ājijñāpayiṣam	jYA	jñā	1	krm-body
AjijYApayizamARaH	ājijñāpayiṣamāṇaḥ	jYA	jñā	1	krm-body
AjijYApayizitavyam	ājijñāpayiṣitavyam	jYA	jñā	1	krm-body
AjijYApayizitum	ājijñāpayiṣitum	jYA	jñā	1	krm-body
AjijYApayizuH	ājijñāpayiṣuḥ	jYA	jñā	1	krm-body
AjijYApayizya	ājijñāpayiṣya	jYA	jñā	1	krm-body
AjijYApayizyam	ājijñāpayiṣyam	jYA	jñā	1	krm-body
AjijYApayizyamARaH	ājijñāpayiṣyamāṇaḥ	jYA	jñā	1	krm-body
AjijYAsenyA	ājijñāsenyā	jYA	jñā	1	mw
AjijYAsenya	ājijñāsenya	jYA	jñā	1	pwg
AjijayizA	ājijayiṣā	aja	aja	1	krm-body
AjijayizuH	ājijayiṣuḥ	aja	aja	1	krm-body
Ajjaserasuk	ājjaserasuk	mfjU	mṛjū	2	krm-body
AjyAdikaM	ājyādikaṃ	hu	hu	1	krm-body
Ajya	ājya	aja	aja	2	pw,pwg
Ajyam	ājyam	anjU	anjū	1	krm-body
AkANkzI	ākāṅkṣī	kAkzi	kākṣi	1	krm-body
AkANkzita	ākāṅkṣita	kANkza	kāṅkṣa	1	vcp
AkAS	ākāś	kAS	kāś	1	mw
AkASa	ākāśa	kAS	kāś	1	pwg
AkASaH	ākāśaḥ	Basa	bhasa	1	krm-body
AkASacArivanitABirupAsyamAnA	ākāśacārivanitābhirupāsyamānā	Asa	āsa	1	krm-body
AkASayAna	ākāśayāna	yA	yā	1	vcp
AkASe	ākāśe	Svi	śvi	1	krm-body
AkASo	ākāśo	vaha	vaha	1	krm-body
AkArAnta	ākārānta	SyEN	śyaiṅ	1	krm-body
AkArAntaM	ākārāntaṃ	tAyf	tāyṛ	1	krm-body
AkArAntanimittakaH	ākārāntanimittakaḥ	veY	veñ	1	krm-body
AkAravikalpaH	ākāravikalpaḥ	zaRa	ṣaṇa	1	krm-body
AkAya	ākāya	ci	ci	3	mw,pwg,vcp
AkAyaH	ākāyaḥ	ciY	ciñ	1	krm-body
AkAyamagniM	ākāyamagniṃ	ciY	ciñ	1	krm-body
AkAyya	ākāyya	ki	ki	1	mw,pwg
AkF	ākṝ	kF	kṝ	1	mw
AkIrRa	ākīrṇa	kF	kṝ	1	mw
AkIryante	ākīryante	kF	kṝ	1	krm-body
AkOSala	ākauśala	a	a	1	pwg
AkU	ākū	kU	kū	1	mw
AkUj	ākūj	kUj	kūj	1	mw
AkUta	ākūta	kU	kū	2	mw,vcp
AkUtam	ākūtam	kUN	kūṅ	1	krm-body
AkUti	ākūti	kU	kū	1	vcp
AkUtiH	ākūtiḥ	kUN	kūṅ	1	krm-body
AkaH	ākaḥ	aka	aka	1	krm-body
Akac	ākac	kac	kac	1	mw
Akal	ākal	kal	kal	1	mw
Akalana	ākalana	kal	kal	1	pwg
Akalpam	ākalpam	a	a	1	pwg
Akalya	ākalya	a	a	1	pwg
Akam	ākam	aka	aka	1	krm-body
AkamAkam	ākamākam	aka	aka	1	krm-body
Akan	ākan	kan	kan	1	mw
AkandI	ākandī	kadi	kadi	1	krm-body
AkandayizyamARaH	ākandayiṣyamāṇaḥ	kranda	kranda	1	krm-body
Akanpratyaye	ākanpratyaye	madi	madi	1	krm-body
AkapratyayaH	ākapratyayaḥ	pawa	paṭa	1	krm-body
Akapratyayo	ākapratyayo	patx	patḷ	1	krm-body
AkarRay	ākarṇay	A	ā	1	pwg
Akara	ākara	kF	kṝ	1	mw
AkatTana	ākatthana	katT	katth	1	pwg
Akatya	ākatya	a	a	1	pwg
Akaza	ākaṣa	kaz	kaṣ	1	pwg
AkazaH	ākaṣaḥ	kaza	kaṣa	1	krm-body
Akazaka	ākaṣaka	kfz	kṛṣ	1	mw
AkekarA	ākekarā	kF	kṝ	1	vcp
Akenipa	ākenipa	pA	pā	1	pwg
Akf	ākṛ	kf	kṛ	1	mw
Akfti	ākṛti	jAtiranayA	jātiranayā	1	vcp
AkfticCatrA	ākṛticchatrā	Cada	chada	1	vcp
AkftigaRatvAdvA	ākṛtigaṇatvādvā	mfjU	mṛjū	1	krm-body
Akfz	ākṛṣ	kfz	kṛṣ	1	mw
Akfzwam	ākṛṣṭam	kF	kṝ	1	krm-body
Akleda	ākleda	klid	klid	1	pwg
Akna	ākna	ac	ac	1	pw
Akopa	ākopa	kup	kup	1	pwg
AkrAman	ākrāman	kramu	kramu	1	krm-body
AkrI	ākrī	krI	krī	1	mw
AkrIq	ākrīḍ	krIq	krīḍ	1	mw
AkrIqA	ākrīḍā	krIqf	krīḍṛ	1	krm-body
AkrIqI	ākrīḍī	krIqf	krīḍṛ	1	krm-body
AkrIqa	ākrīḍa	krIq	krīḍ	1	pwg,vcp
AkrIqaH	ākrīḍaḥ	krIqf	krīḍṛ	1	krm-body
AkrIqamAnaH	ākrīḍamānaḥ	krIqf	krīḍṛ	1	krm-body
AkrIqantyasmin	ākrīḍantyasmin	krIqf	krīḍṛ	1	krm-body
Akra	ākra	kradi	kradi	1	krm-body
Akram	ākram	kram	kram	1	mw
Akrama	ākrama	kram	kram	1	pwg,vcp
AkramamARaH	ākramamāṇaḥ	kramu	kramu	1	krm-body
Akrand	ākrand	krand	krand	1	mw
Akranda	ākranda	krand	krand	1	pwg
AkrandaH	ākrandaḥ	kranda	kranda	2	krm-body
Akrandam	ākrandam	kranda	kranda	1	krm-body
AkrandanA	ākrandanā	kranda	kranda	1	krm-body
AkrandanIyam	ākrandanīyam	kranda	kranda	1	krm-body
Akrandanam	ākrandanam	kranda	kranda	1	krm-body
AkrandayamAnaH	ākrandayamānaḥ	kranda	kranda	1	krm-body
Akrandayitavyam	ākrandayitavyam	kranda	kranda	1	krm-body
Akrandayitum	ākrandayitum	kranda	kranda	1	krm-body
Akrandin	ākrandin	krand	krand	1	pwg
Akrandyam	ākrandyam	kranda	kranda	1	krm-body
AkrandyamAnaH	ākrandyamānaḥ	kranda	kranda	1	krm-body
Akraya	ākraya	krI	krī	2	mw,pwg
Akrazwavya	ākraṣṭavya	kfz	kṛṣ	1	mw
AkroSAdanyatra	ākrośādanyatra	graha	graha	1	krm-body
AkroSa	ākrośa	kruS	kruś	1	pwg
AkroSakaH	ākrośakaḥ	kruSa	kruśa	1	krm-body
AkroSanA	ākrośanā	kruSa	kruśa	1	krm-body
AkruS	ākruś	kruS	kruś	1	mw
AkruSya	ākruśya	kruSa	kruśa	1	krm-body
AkruzwiH	ākruṣṭiḥ	kruSa	kruśa	1	krm-body
Akruzwo	ākruṣṭo	SIla	śīla	1	krm-body
AkuYc	ākuñc	kuYc	kuñc	1	mw
AkuYcana	ākuñcana	kuYc	kuñc	1	pwg
AkulIkf	ākulīkṛ	kf	kṛ	1	mw
AkulIkfta	ākulīkṛta	kf	kṛ	1	vcp
Akula	ākula	kul	kul	1	pwg
Akulita	ākulita	kula	kula	1	vcp
AkumArakaTodDAtaM	ākumārakathoddhātaṃ	gupU	gupū	1	krm-body
AkurvatI	ākurvatī	kf	kṛ	1	mw
AkusmIyatvAdasya	ākusmīyatvādasya	daSi	daśi	1	krm-body
AkusmIyatvena	ākusmīyatvena	kusma	kusma	1	krm-body
Akuw	ākuṭ	kuw	kuṭ	1	mw
Akyam	ākyam	aka	aka	1	krm-body
AkzARa	ākṣāṇa	akz	akṣ	1	pw
AkzAraRA	ākṣāraṇā	kzar	kṣar	1	pwg
AkzRu	ākṣṇu	kzRu	kṣṇu	1	mw
Akza	ākṣa	akza	akṣa	1	pwg
AkzaBArika	ākṣabhārika	akza	akṣa	1	pwg
Akzar	ākṣar	kzar	kṣar	1	mw
Akzepa	ākṣepa	kzip	kṣip	1	pwg
AkzepasamADAnaprakArO	ākṣepasamādhānaprakārau	raDa	radha	1	krm-body
Akzepo	ākṣepo	maGi	maghi	1	krm-body
Akzika	ākṣika	akza	akṣa	1	pwg
Akzip	ākṣip	kzip	kṣip	1	mw
AkziptikA	ākṣiptikā	kzip	kṣip	1	pwg
Akzit	ākṣit	kzi	kṣi	1	pwg
Akzus	ākṣus	aS	aś	1	pw
Akzyant	ākṣyant	akz	akṣ	1	pwg
AlApa	ālāpa	lap	lap	2	mw,pwg,vcp
AlApayamAnaH	ālāpayamānaḥ	lI	lī	1	krm-body
AlApin	ālāpin	lap	lap	1	pwg
AlApya	ālāpya	lapa	lapa	1	vcp
AlApyaH	ālāpyaḥ	lap	lap	1	skd
AlAwya	ālāṭya	law	laṭ	1	mw
AlI	ālī	lI	lī	1	mw
AlU	ālū	lU	lū	1	mw
AlaB	ālabh	laB	labh	1	mw
AlaH	ālaḥ	ala	ala	3	krm-body
AlabDi	ālabdhi	laB	labh	1	pwg
Alag	ālag	lag	lag	1	mw
Alakz	ālakṣ	lakz	lakṣ	1	mw
Alakzya	ālakṣya	lakz	lakṣ	1	pwg
Alam	ālam	ala	ala	2	krm-body
AlamBa	ālambha	laB	labh	1	pwg
AlamBya	ālambhya	laB	labh	1	pwg
Alamba	ālamba	labi	labi	1	vcp
Alambane	ālambane	stanBu	stanbhu	1	krm-body
AlanA	ālanā	ala	ala	1	krm-body
AlanIyam	ālanīyam	ala	ala	1	krm-body
Alanam	ālanam	ala	ala	1	krm-body
Alap	ālap	lap	lap	1	mw
Alapana	ālapana	lap	lap	1	pwg
Alapratyaye	ālapratyaye	caza	caṣa	1	krm-body
AlapyAlam	ālapyālam	lapa	lapa	1	krm-body
AlapyAlamidaM	ālapyālamidaṃ	lapa	lapa	1	krm-body
Alasya	ālasya	Ruda	ṇuda	1	krm-body
AlasyarUpArTe	ālasyarūpārthe	mfjU	mṛjū	1	krm-body
AlasyasuKAharaRayoH	ālasyasukhāharaṇayoḥ	mfjU	mṛjū	1	krm-body
AlasyaviSizwe	ālasyaviśiṣṭe	mfjU	mṛjū	1	krm-body
AlavAlajAlIyaraH	ālavālajālīyaraḥ	mfjU	mṛjū	1	krm-body
Alava	ālava	lU	lū	2	mw,pwg
AlavaRya	ālavaṇya	a	a	1	pwg
Alaya	ālaya	lI	lī	2	mw,pwg,vcp
AlayamAnaH	ālayamānaḥ	ala	ala	1	krm-body
Alayitavyam	ālayitavyam	ala	ala	1	krm-body
Alayitum	ālayitum	ala	ala	1	krm-body
AlayitvA	ālayitvā	ala	ala	2	krm-body
AlayizyamARaH	ālayiṣyamāṇaḥ	ala	ala	1	krm-body
Alaz	ālaṣ	laz	laṣ	1	mw
AleKana	ālekhana	liK	likh	2	mw,pwg,vcp
AleKyakaraRam	ālekhyakaraṇam	citra	citra	1	krm-body
Alepane	ālepane	rUza	rūṣa	1	krm-body
AliH	āliḥ	SriY	śriñ	1	krm-body
AliK	ālikh	liK	likh	1	mw
AliKant	ālikhant	liK	likh	1	pwg
AliNg	āliṅg	A	ā	1	mw,pwg
AliNganA	āliṅganā	ligi	ligi	1	krm-body
AliNganaM	āliṅganaṃ	Sliza	śliṣa	1	krm-body
AliNgita	āliṅgita	ligi	ligi	1	vcp
AliS	āliś	liS	liś	1	mw
Alih	ālih	lih	lih	1	mw
AlilayizA	ālilayiṣā	ala	ala	1	krm-body
AlilayizuH	ālilayiṣuḥ	ala	ala	1	krm-body
Alimpana	ālimpana	lip	lip	1	pwg
Alip	ālip	lip	lip	1	mw
Aloc	āloc	loc	loc	1	mw
Alocaka	ālocaka	loc	loc	1	pwg
AlocanArTARRici	ālocanārthāṇṇici	lakza	lakṣa	1	krm-body
Alocana	ālocana	luca	luca	1	vcp
Alocanam	ālocanam	locf	locṛ	1	krm-body
AlocitaH	ālocitaḥ	locf	locṛ	1	krm-body
AlohitIkf	ālohitīkṛ	kf	kṛ	1	mw
Alok	ālok	lok	lok	1	mw
AlokaH	ālokaḥ	lokf	lokṛ	1	krm-body
Alokana	ālokana	loka	loka	1	vcp
Alokanam	ālokanam	lokf	lokṛ	1	krm-body
Alokya	ālokya	lokf	lokṛ	3	krm-body
Alolokya	ālolokya	lokf	lokṛ	1	krm-body
AlopaH	ālopaḥ	aSa	aśa	1	krm-body
Aloqana	āloḍana	luq	luḍ	1	pwg
AluB	ālubh	luB	lubh	1	mw
Aluci	āluci	SIN	śīṅ	1	krm-body
Alucpratyaye	ālucpratyaye	spfha	spṛha	1	krm-body
Alulokizya	ālulokiṣya	lokf	lokṛ	1	krm-body
Alup	ālup	lup	lup	1	mw
Aluq	āluḍ	luq	luḍ	1	mw
Alyam	ālyam	ala	ala	2	krm-body
AlyamAnaH	ālyamānaḥ	ala	ala	1	krm-body
AmA	āmā	mA	mā	1	mw
AmASayasTAnam	āmāśayasthānam	Basa	bhasa	1	krm-body
AmAt	āmāt	ada	ada	1	krm-body
AmI	āmī	mI	mī	1	mw
AmIl	āmīl	mIl	mīl	1	mw
AmIlana	āmīlana	mIl	mīl	1	pwg
AmIv	āmīv	mIv	mīv	1	mw
AmUlam	āmūlam	A	ā	1	pwg
AmaM	āmaṃ	ama	ama	1	skd
AmaT	āmath	maT	math	1	mw
Amah	āmah	mah	mah	1	mw
Amaka	āmaka	ama	ama	1	krm-body
AmalakI	āmalakī	DAY	dhāñ	1	krm-body
Amam	āmam	ama	ama	2	krm-body
Aman	āman	man	man	1	mw
AmanA	āmanā	ama	ama	1	krm-body
AmanIyam	āmanīyam	ama	ama	1	krm-body
AmanT	āmanth	manT	manth	1	mw
Amana	āmana	man	man	2	mw,pwg
Amanam	āmanam	ama	ama	1	krm-body
Amanan	āmanan	mrakza	mrakṣa	1	krm-body
Amantrya	āmantrya	mantra	mantra	1	vcp
AmarSa	āmarśa	mfS	mṛś	1	mw
Amarda	āmarda	mfd	mṛd	1	mw,vcp
Amarze	āmarṣe	SIka	śīka	1	krm-body
AmatA	āmatā	Ama	āma	1	pwg
AmayaH	āmayaḥ	mI	mī	2	ap,apte,skd
AmayamAnaH	āmayamānaḥ	ama	ama	1	krm-body
Amayant	āmayant	am	am	1	pwg
Amayitavyam	āmayitavyam	ama	ama	1	krm-body
Amayitnu	āmayitnu	am	am	1	pwg
Amayitum	āmayitum	ama	ama	1	krm-body
AmayitvA	āmayitvā	ama	ama	2	krm-body
AmayizyamARaH	āmayiṣyamāṇaḥ	ama	ama	1	krm-body
Amenya	āmenya	man	man	1	pwg
AmfS	āmṛś	mfS	mṛś	1	mw
AmfSan	āmṛśan	mfSa	mṛśa	1	krm-body
Amfd	āmṛd	mfd	mṛd	1	mw
Amfj	āmṛj	mfj	mṛj	1	mw
Amfz	āmṛṣ	mfz	mṛṣ	1	mw
Amfzwa	āmṛṣṭa	mfS	mṛś	1	mw
Ami	āmi	mi	mi	1	mw
AmimayizA	āmimayiṣā	ama	ama	1	krm-body
AmimayizuH	āmimayiṣuḥ	ama	ama	1	krm-body
AmitaH	āmitaḥ	ama	ama	1	krm-body
AmizA	āmiṣā	ada	ada	1	krm-body
Amiza	āmiṣa	miz	miṣ	1	mw
Amizam	āmiṣam	miza	miṣa	1	krm-body
AmnA	āmnā	mnA	mnā	1	mw
AmnAna	āmnāna	mnA	mnā	1	pwg,vcp
AmnAnaM	āmnānaṃ	mnA	mnā	1	apte
AmnAnam	āmnānam	mnA	mnā	1	ap
AmnAta	āmnāta	mAGaH	māghaḥ	1	vcp
AmnAyaH	āmnāyaḥ	mnA	mnā	2	krm-body
AmnAyate	āmnāyate	mnA	mnā	1	krm-body
Amocana	āmocana	muc	muc	2	mw,pwg
Amoda	āmoda	mud	mud	1	pwg
AmohanikA	āmohanikā	muh	muh	1	pwg
Amowanam	āmoṭanam	muwa	muṭa	1	krm-body
AmozI	āmoṣī	muza	muṣa	1	krm-body
Amoza	āmoṣa	muz	muṣ	2	mw,pwg,vcp
Amreq	āmreḍ	mreq	mreḍ	1	mw
